1|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11497241|||
2|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/10586385|||
3|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11303953|||
4|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12535574|||
5|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12609264|||
6|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11697207|||
7|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/9531522|||
8|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11199931|||
9|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11231102|||
10|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11303042|||
11|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12406646|||
12|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11242145|||
13|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12031686|||
14|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/9862768|||
15|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12379510|||
16|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12082591|||
17|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11964599|||
18|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/10901697|||
19|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11770010|||
20|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11489791|||
21|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11861816|||
22|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11406737|||
23|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11240975|||
24|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11290874|||
25|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11286477|||
26|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11602674|||
27|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11284449|||
28|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/10831014|||
29|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11966513|||
30|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11284688|||
31|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/9283689|||
32|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11733711|||
33|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/2213563|||
34|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12810046|||
35|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11249778|||
36|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11743742|||
37|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12649369|||
38|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/10408903|||
39|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/7924890|||
40|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11250868|||
41|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12427482|||
42|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11322768|||
43|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12130727|||
44|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12095536|||
45|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11452702|||
46|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11311122|||
47|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11408360|||
48|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11454724|||
49|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12700464|||
50|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12235446|||
51|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/10901387|||
52|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11853888|||
53|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11466175|||
54|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/10087141|||
55|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11915946|||
56|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/14698041|||
57|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11895100|||
58|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/14978246|||
59|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12021398|||
60|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11498864|||
61|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11747345|||
62|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12954800|||
63|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11895894|||
64|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11231118|||
65|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11459198|||
66|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11739235|||
67|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11297522|||
68|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11745741|||
69|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12489979|||
70|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12180537|||
71|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12451243|||
72|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/11205285|||
73|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/1905641|||
74|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8738764|||
75|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8791769|||
76|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/7891353|||
77|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/7893591|||
78|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8818577|||
79|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/2327982|||
80|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8823236|||
81|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/7806690|||
82|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/9190854|||
83|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8502233|||
84|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/12519691|||
85|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/10215663|||
86|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8866821|||
87|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/15545309|||
88|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8591723|||
89|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8474022|||
90|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/19219744|||
91|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/3598909|||
92|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/3096686|||
93|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/9316860|||
94|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8565783|||
95|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/7619675|||
96|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/15592331|||
97|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/15060511|||
98|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/1505606|||
99|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/2315261|||
100|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/9014207|||
101|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/18576910|||
102|pubmed|http://www.ncbi.nlm.nih.gov/pubmed/8654206|||
